,Viborg 502/512S,,,,,,,,,,,,,,,,"[RM] Sur mon système, combinaison Schuko 512S et IEC Charlin Carbon. Profondeur ++
Grave profond, puissant, maîtrisé MAIS peut-être un peu trop présent. 
Voix (femme) sublimée.
Douceur des aigus (et haut médiums), précision, dynamisme, ils galopent !
Cependant perte de précision dans les médiums.
Ne marche pas avec Torn, la voix de Leonard Cohen prend un coup....
Son rond, réconfortant, aigus top. Perte de précision des médiums.

[FA] Bel equilibre avec mon systeme plutot chaleureux. l'association des 2 fiches donne un son plus transparent, dynamique, grace au 512S et un beau médium et un grave tendu et bien présent grace au charlin carbon. Une belle association pour un systeme qui souhaiterai aller sur de la transparence du dynamisme et medium. A comparer avec l'assocation Gold/Roduim qui doit etre pas très loin en terme de rendu.","[PA] Epaisseur, transparence, vie. Très bonne association (cable 1m25). Sur pré-phono Phasemation on perçoit d'abord un surcroît d'épaisseur dans le son en comparaison avec un 512R-502G de 1m60. Il semble y avoir aussi un peu plus de rapidité. L'équilibre est toujours là, le niveau d'émotivité n'est pas supérieur au 512R-502G, il se maintient.
Branché sur l'ampli à la place d'un 503G-503R, l'assise et le contrôle dans le grave semblent s'améliorer encore, le surcroit d'épaisseur est moins présent que sur le pré-phono mais on gagne en équilibre et qualité de timbres. Le verdict est une préférence pour cette version 512S-C004 qui est assurément une réussite.

[AL] J'ai installé mon préamplificateur à tubes et mon amplificateur à tubes dans le système de [PA]. Ce cable TTS se révèle comme une exmple d'équilibre avec des timbres réalistes et une transparence parfaitement gérée. Ecoute relaxante,  charnelle."
,Viborg 503Cu,"2 connecteurs qui seraient très similaires soniquement, mais la 503 est plus jolie.",,,"[PA] Cable ouvert, pétillant mais un comportement moins bien maitrisé dans le grave

[PRO1] Non convaincant à l'écoute, cable de 1m60, il se passe quelque chose de troublant et de non satisfaisant sur un système  très équilibré de base. Ecoute trop rapide pour pouvoir analyser mais très différent du TTS 502G-512S en 1m, qui était exemplaire.",,,,,,,,,,"[PA] AVANT RODAGE (<20h)...Etonnante combinaison sur le TTS en IEC NCF. Un TTS rapide avec un controle du grave parfait, ça descend. Fonctionne bien sur alim linéaire. Va plus loin que le KubalaSosna Elation. Testé sur une barette secteur TCI plûtot énergique et déjà rapide. APRES RODAGE (72h), sécheresse apparente, manque de matière&douceur (vs Kubala Sosna Elation).",,,
,Viborg 503G,,"2 connecteurs qui seraient très similaires soniquement, mais la 503 est plus esthétique.",,"[PA] Dans cette configuration, on obtient un cable TTS fluide et qui apporte de la douceur. Souvent satisfaisant tant qu'on n'a pas gouté à un 502R-502G. 
A considérer pour abaisser un trop plein d'énergie dans les aigus sur un appareil transparent. L'écoute peut manquer un peu de peps néamoins. Peps, ouverture qu'on retrouve sur le même cable avec la Viborg 503 Cuivre en Schuko.","[PA] Très belle assos sur ampli Luxman LX380, procure pleinitude,  écoute moumoute reboostée par une combinaison plus dynamique, ex 503Cu FI28G-FI50NCF,  sur alimentation linéaire RoseAudio de Streamer IFI Zen + Switch Silent Angel. L'ensemble est fluide, ultra-contrôlé. ",,"Furutech FI50R NCF Rhodium, boitier Acier/Carbon","Une fiche bien conçue, vis et boitier un peu fragiles toutefois. Plutôt équilibrée et neutre et pouvant manquer un peu d'ouverture.","[RM]  Aération ++
Scène ++
Clarté ++
Précision++
Gain+  
",,,,,,,,
,Viborg 503R,,,,,,,,,,,,,,,,,
,Viborg 503S,,,,"[FA] Son un peu plus transparent, ouvert, dynamique qu'en full 502GG. Combinaison intéressante si un systeme à un rendu un peu trop chaud/rond avec un besoin de dynamisme.",,,,,,,,,,,,,
,Furutech FI28/FI38G,,,,,,,"Combinaison 502G-FI50R recommandée par Magic Mastering sur le cable Furutech TCS31, nommé Anaconda. Le TCS 31 apporte une certaine épaisseur, l'IEC NCF apporte du controle, les timbres sont élégants. En comparaison avec un TTS monté avec ces mêmes connecteurs, le cable TTS va plus loin en terme de recul du bruit, silence entre les notes et le découpage/matérialisation de la scène sonore. Il parait aussi y avoir plus d'air entre les instruments.",,,,"[FA] Semble proche des 502G, mais avec un peu plus de nuance et de matière",,,,,,
,Furutech FI28/FI38R,,,,,,,,,,,,,,,,,
,Furutech FI48R NCF,,,,,,[PA] Belle association sur un FP55N (IEC Silver) pour les sources.,,,,,,,"[PA] Note à propos du NCF, vaut pour tous les connecteurs NCF. Ne pas se fier au résultat d'écoute immédiatement après mise en place d'un cable secteur muni de connecteurs NCF. Les premieres écoutes peuvent se révéler plus claire voire brillantes dans les premières heures. L'équilibre apparaît après 24H. Plus de rondeur, épaisseur des timbres, du controle en bas, un très bon équilibre.",,"[FA] Rendu sonore très ouvert, riche en matiere et fluide. Plus nuancé qu'un 502G/G. Mais la fiche NCF est beaucoup plus chere ",,
,"Furutech FI50R NCF Rhodium, boitier Acier/Carbon",,,,,,,,,,,,,,"[PA] Note à propos du NCF, vaut pour tous les connecteurs NCF. Ne pas se fier au résultat d'écoute immédiatement après mise en place d'un cable secteur muni de connecteurs NCF. Les premieres écoutes peuvent se révéler plus claire voire brillantes dans les premières heures. L'équilibre apparaît après 24H. Plus de rondeur, épaisseur des timbres, du controle en bas, un très bon équilibre.",,,
,"Neotech Gold au Graphène
""NeoG""",,,,,,,,,,,"[PA][RM] Sur DAC Holo et système de [PA], cette combinaisonTTS en Neotech G-FI28G (cable assez long de 2m, à noter si cela à une influence) procure une écoute très (trop) descendante mais surtout avec un medium très en retrait. Le passage à un cable avec des connecteurs plus équilibré permet immédiatement de ressentir l'améliration. Pour être précis, sur cette combinaison Neotech G-FI28G (cable TTS de 2m), 2 connecteurs qualitatifs donc, le grave est assez propre et les aigus sont présents comme il faut mais lors de nos essais, le manque de medium est tel que  l'auditeur 

L'auditeur [PA] s'est rendu compte que son ressenti était le même car il recherchait depuis quelque temps déjà la raison de ce manque pour se rendre compte que le seul remplacement de ce cable était la solution.","[PA] Une écoute d'une douceur enveloppante. Très agréable. Par exemple, en tête de barette Ludic Asgard modifiée/sur-boostée NCF.","[PA] Ecoute ""Ouverte"", claire parfois un peu montante avec un bon controle du grave. L'utilisation d'une fiche non NCF comme la FI28R apporte plus de moelleux. Une C004 IEC semble plus linéaire et organique que la NCF (même après 24h).",,"[PA] Fiche jugée douce avec peut-être une baisse de médiums. 
Conception très agréable au montage accepte les grosse sections.",,"[PA] Sur TTS en entrée de barette, belle combinaison ce TTS Neotech G-Oyaide C004. Attention, le reste du système doit être impeccable sinon la justesse des timbres fait ressortir tous les défauts."
,"Charlin Carbon
Contacts en bronze plaqué Or",,"[FA] Belle combinaison qui allie la rondeur de la Charlin avec le coté plus sec de la Gold (cable Furutech S22), le rendu est proche d'un cable monté en 502G-502G.",,"[FA] sur le TTS, cela fonctionne bien, un peu plus nuancé que full 502G-502G mais moins dynamique , transparent que ce dernier. Potentiellement recommandable sur  des systemes un peu trop clairs.",,"[RM] Sur mon système plutôt clair et très dynamique avec l'IEC en 512 Silver, sensation de plus de gain (volume sonore) que le même cable (1m25) en Schuko 512S et IEC Charlin Gold Carbon.
Meilleure scène sonore en terme de détourage.
Grave un peu moins présent c'est mieux meilleur équilibre que la combinaison inverse 512S-Charlin Gold.
Le médium me paraît plus précis que combinaison schuko 512S et IEC Charlin Carbon.
J'ai l'impression que la voix de Leonard Coen sur Torn passe un peu mieux.


[FA] Sur mon système nativement chaleureux, cable plus dynamique que l'autre version du même cable TTS monté à l'inverse avec IEC 512S et Shucko Charlin. Le rendu est peut etre un peu brillant et montant à la longue.",,,,,,,,,,"Connecteurs Schuko et IEC bien conçue, pas aussi raffinés que certains connecteurs  comme les Furutech par exemple, mais propose un équilibre certain. Peu paraître légèrement ""bouchée"" dans certains cas. 
[FA] globalement bon rendu, très doux si 2 connecteurs Charlin sont utilisées. Riche en medium et en nuance mais moins de fluidité par rapport à des fiches furutech 28/38G. On peut perdre en dynamisme et peut sembler mou (si systeme trop chaud/rond). Je recommande de combiner ce connecteur avec un autre plus clair, dynamique comme les Viborg 501G/502G. Potentiellement recommandable sur  des systemes un peu trop clairs et montant.",
,Oyaide C004,,,,,,,,,,,,,,,,,"[PA] Appréciation de l'IEC uniquement. Son légèrement mat, mais rapide, organique et transparente, jolie textures. Grave bien détouré.Excellente IEC sans masquage ni accentuation."
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
"Associations de fiches validées via tests d'écoutes approfondies avec lesTTS. Voici en résumé très synthétique les rendus types estimés par [FA] et globalement partagés par [PA]:
 1. 'neutre' : 502/512 Gold +Gold (référence pour les comparaisons des rendus suivants. Les 502 ont vraissemblablement un rendu identique aux 512
 2. 'nuance +, matiere+' : 1 fiche Furutech Gold ou Charlin Gold associée avec 1 fiche 502/3 Gold
 3. 'ouverture+, dynamisme+' : 502/3 Gold + 502/3 S (Argent)
 4. 'matiere+, dynamisme+, fluidité, musicalité ' : 502Gold + Rodium
 5. 'matiere++, ouverture++', musicalité +, fluidité + : Neotech Gold Graphene + Furutech Fi48 NCF
 6. 'Equilibre et timbres somptueux': IEC Oyaide C004 (sans hésitation). La rapidité n'est pas en reste. Le fait que cette fiche ne soit pas montante mais suffisamment transparente, lui permet de s'associer très bien à une Shucko Furutech FI48R, Vivorg 512S ou 502/512R. Rapport qualité/prix très intéressant. La Schuko Oyaide C004 n'a pas été testée et est un peu onéreuse (absence dans nos tests). 

Rendu génériques des fiches avec les TTS : 
Viborg 501: rendu plutot dynamique, aérée et transparente, peut rendre un systeme un trop transparent si trop de prise de ce type dans le systeme & recommandation de ne pas faire un cable full 501.
Viborg 503 : proche des 501 mais en plus nuancé, notamment la fiche Argent qui, mixées avec 502G, est une très bonne option pour un systeme un peu rond. Qualité de fabrication, notamment plastique transparent, assez fragile.
Viborg 502/512: rendu plus nuancé, timbré que les 503, on a de la matière en plus, la prise 502 Rodium mixée avec 502G propose un cable très équilibré, passe partout. Le 502G/G est un peu neutre et moins nuancé que le 502R/G.
Charlin Carbon: prises difficiles à trouver, se situent entre la série 502 viborg et les furutech avec plus de nuance, de timbre et fluidité que les 502.A mixer avec les séries 502 pour un rendu équilibré avec un peu plus de matiere et timbres
Furutech série 28/38 Gold & Rodium: prises avec plus de matiere et de nuance que les 502 ou Charlin. Il ya plus de fluidité mais, après tests, ne pas en mettre 2 par cable, plutôt mixer avec des Viborgs 502/503 pour un rendu plus équilibré 
Furutech série NCF : prises chères mais avec beaucoup de plus transparence, d'ouverture, matiere et controle du grave que les séries 28/38. Intuitivement on préconiserait de ne pas en mettre 2 par cable et plutôt mixer avec des Viborgs 502/503 pour un rendu plus équilibré voir une Oyaide C004.
Oyaide C004: Sonorité légèrement matte avec une épaisseur agréable dans les timbres. Il y a une belle transparence et rapidité. Bien associé on gagne une certaine fluidité très appréciable.",,,,,,,,,,,,,,,,,,
