,Viborg 503G,,"Seraient très similaires soniquement, mais la 503 est plus jolie.",,"[Pat]: Dans cette configuration, on obtient un cable TTS fluide et qui apporte de la douceur. Souvent satisfaisant tant qu'on n'a pas gouté à un 502R-502G. 
A considérer pour abaisser un trop plein d'énergie dans les aigus sur un appareil transparent. L'écoute peut manquer un peu de peps néamoins. Peps, ouverture qu'on retrouve sur le même cable avec la 503 Cuivre en Schuko.","[Pat] Très belle assos sur Luxman LX380, procure pleinitude,  écoute moumoute reboostée par une combinaison plus dynamique, ex 503Cu FI28G-FI50NCF,  sur alimentation linéaire RoseAudio de Streamer IFI Zen + Switch Silent Angel. L'ensemble est fluide, ultra-contrôlé. ",,Furutech FI50R NCF Carbon,"[Pat] Une fiche bien conçue, vis un peu fragile toutefois. Plutôt équilibrée et neutre et pouvant manquer un peu d'ouverture.","[RM]  Aération ++
Scène ++
Clarté ++
Précision++
Gain+  
",,,,,,,,
,Viborg 503R,,,,,,,,,A tester absolument!,,,,,,,,
,Viborg 503S,,,,"[FA] Son un peu plus transparent, ouvert, dynamique qu'en full 502GG. Combinaison intéressante si un systeme à un rendu un peu trop chaud/rond avec un besoin de dynamisme.",,,,,,,,,,,,,
,Furutech FI28/FI38G,,,,,,,,,,,"[FA] Semble proche des 502G, mais avec un peu plus de nuance et de matière",,,,,,
,Furutech FI28/FI38R,,,,,,,,,,,,,,,,,
,Furutech FI48R NCF,,,,,,Pat: Belle association sur un FP55N (IEC Silver) pour les sources.,,,,,,,"[PA] Ne pas se fier au résultat découte immédiatement après mise en place d'un cable secteur muni de connecteurs NCF. Les premieres écoutes peuvent se révéler plus claire voire brillantes dans les premières heures. L'équilibre apparaît après 24H. Plus de rondeur, épaisseur des timbres, du controle en bas, un très bon équilibre.",,"[FA] Rendu sonore très ouvert, riche en matiere et fluide. Plus nuancé qu'un 502G/G. Mais la fiche NCF est beaucoup plus chere ",,
,Furutech FIE50R NCF,,,,Combinaison recommandée par Magic Mastering sur le Furutech TCS31 avec IEC FI-E50 NCF et validé.,,,"[PA]: AVANT RODAGE (<20h)...Etonnante combinaison sur le TTS en IEC NCF. Un TTS rapide avec un controle du grave parfait, ça descend. Fonctionne bien sur alim linéaire. Va plus loin que le KubalaSosna Elation. Testé sur une barette secteur TCI plûtot énergique et déjà rapide. APRES RODAGE (72h), sécheresse apparente, manque de matière&douceur (vs Kubala Sosna Elation).",,,,,,,"[PA] Ne pas se fier au résultat découte immédiatement après mise en place d'un cable secteur muni de connecteurs NCF. Les premieres écoutes peuvent se révéler plus claire voire brillantes dans les premières heures. L'équilibre apparaît après 24H. Plus de rondeur, épaisseur des timbres, du controle en bas, un très bon équilibre.",,,
,Neotech Gold au Graphène,,,,,,,,,,,,"Une écoute d'une douceur enveloppante. Très agréable. Par exemple, en tête de barette Ludic Asgard modifiée/sur-boostée NCF.","[Pat] Ecoute ""Ouverte"", claire parfois un peu montante avec un bon controle du grave. L'utilisation d'une fiche non NCF comme la FI28R apporte plus de moelleux. Une C004 IEC semble plus linéaire et organique que la NCF (même après 24h).",,"[PA] Fiche jugée douce avec peut-être une baisse de médiums. 
Conception très agréable au montage accepte les grosse sections.",,"[PA] Sur TTS V0 en entrée de barette, belle combinaison. Attention, le reste du système doit être impeccable sinon la justesse des timbres fait ressortir tous les défauts."
,"Charlin Carbon
Contacts en bronze plaqué Or",,"[FA] Belle combinaison qui allie la rondeur de la Charlin avec le coté plus sec de la Gold (cable S22), le rendu est proche d'un full 502G",,"[FA] sur le TTS, cela fonctionne bien, un peu plus nuancé que full 502G/502G mais moins dynamique , transparent que ce dernier. Potentiellement recommandable sur  des systemes un peu trop clairs.",,"[RM] Plus de gain que même cable (1m25) en Schuko 512S et IEC Charlin Gold Carbon.
Meilleure scène.
Grave un peu moins présent c'est mieux meilleur équilibre que Twin 1.
Peut-être médium plus précis que Twin 1.
J'ai l'impression que la voix de Leonard Coen sur Torn passe un peu mieux.

",,,,,,,,,,"Fiche bien conçue, pas aussi raffinée que certaines (Furutech par ex) mais propose un équilibre certain. Peu paraître légèrement ""bouchée"" dans certains cas. 
[FA]: globalement bon rendu, très doux si 2 fiches. Riche en medium et en nuance mais moins de fluidité par rapport à des fiches furutech 28/38G. On peut perdre en dynamisme et peut sembler mou (si systeme trop chaud/rond). Je recommande de combiner avec une fiche plus clair, dynamique comme la 501G/502G. Potentiellement recommandable sur  des systemes un peu trop clairs et montant.",
,Oyaide C004,,,,,,,,,,,,,,,,,"[PA] Appréciation de l'IEC uniquement. Son légèrement mat, mais rapide, organique et transparente, jolie textures. Grave bien détouré.Excellente IEC sans masquage ni accentuation."
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,"Associations de fiches validées via tests d'écoutes approfondies avec lesTTS. Voici les rendus types:
 1. 'neutre' : 502/512 Gold +Gold (référence pour les comparaisons des rendus suivants. Les 502 ont un rendu identiques aux 512)
 2. 'nuance +, matiere+' : 1 fiche Furutech Gold ou Charlin Gold associée avec 1 fiche 502/3 Gold
 3. 'ouverture+, dynamisme+' : 502/3 Gold + 502/3 S (Argent)
 4. 'matiere+, dynamisme+, fluidité, musicalité ' : 502Gold + Rodium
 5. 'matiere++, ouverture++', musicalité +, fluidité + : Neotech Graphene + Furutech Fi48 NCF

Rendu génériques des fiches avec les TTS : 
Viborg 501: rendu plutot dynamique, aérée et transparente, peut rendre un systeme un trop transparent si trop de prise de ce type dans le systeme & recommandation de ne pas faire un cable full 501.
Viborg 503 : proche des 501 mais en plus nuancé, notamment la fiche Argent qui, mixées avec 502G, est une très bonne option pour un systeme un peu rond. Qualité de fabrication, notamment plastique transparent, assez fragile.
Viborg 502/512: rendu plus nuancé, timbré que les 503, on a de la matière en plus, la prise 502 Rodium mixée avec 502G propose un cable très équilibré, passe partout. Le 502G/G est un peu neutre et moins nuancé que le 502R/G.
Charlin Carbon: prises difficiles à trouver, se situent entre la série 502 viborg et les furutech avec plus de nuance, de timbre et fluidité que les 502.A mixer avec les séries 502 pour un rendu équilibré avec un peu plus de matiere et timbres
Furutech série 28/38 Gold & Rodium: prises avec plus de matiere et de nuance que les 502 ou Charlin. Il ya plus de fluidité mais, après tests, ne pas en mettre 2 par cable, plutôt mixer avec des Viborgs 502/503 pour un rendu plus équilibré 
Furutech série NCF : prises chers mais avec beaucoup de plus transparence, d'ouverture, matiere et controle du grave que les séries 28/38. Ne pas en mettre 2 par cable et plutôt mixer avec des Viborgs 502/503 pour un rendu plus équilibré
Oyaide C004: Sonorité légèrement matte avec une épaisseur agréable dans les timbres. Il y a une belle transparence et rapidité. Bien associé on gagne une certaine fluidité très appréciable.",,,,,,,,,,,,,,,,,
